0B Взуття дитяче - БАРТЕКs - T-21363/Z61/20;1;1298;;Босоніжки;"Босоніжки
Для кого: хлопець
Сезон: весна-літо
Колір: синій з білим
Матеріали:
верх: шкіра натуральна, нубук
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
підошва: термокаучук 
спосіб защіпки: липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Босоножки
Для кого: парень
Сезон: весна-лето
Цвет: синий с белым
материалы:
верх: натуральная кожа, нубук
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
подошва: термокаучук
способ застежки: липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - T-21363/Z61/21;1;1298;;;;
0B Взуття дитяче - БАРТЕКs - T-21363/Z61/22;1;1298;;;;
0B Взуття дитяче - БАРТЕКs - T-21363/Z61/24;1;1298;;;;
0B Взуття дитяче - БАРТЕКs - T-21429/70/19;1;1145;;Черевики;"Черевики
Для кого: хлопець
Сезон: весна-літо
Колір: зелений
Матеріали:
верх: шкіра натуральна, нубук
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
спосіб защіпки : липучки
підошва: термокаучук
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Ботинки
Для кого: парень
Сезон: весна-лето
Цвет: зеленый
материалы:
верх: натуральная кожа, нубук
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
способ застежки: липучки
подошва: термокаучук
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - T-21429/70/21;1;1145;;;;
0B Взуття дитяче - БАРТЕКs - T-21429/70/23;1;1145;;;;
0B Взуття дитяче - БАРТЕКs - T-21429/70/24;2;1145;;;;
0B Взуття дитяче - БАРТЕКs - T-21461/0N3/17;1;518;;Пінетки;"Пінетки
Для кого: хлопець
Сезон: весна-літо
Колір: синій
Матеріали:
верх: шкіра натуральна
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
підошва: текстиль, шкіра 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Пинетки
Для кого: парень
Сезон: весна-лето
Цвет синий
материалы:
верх: кожа натуральная
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
подошва: текстиль, кожа
способ застежки: липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов.
"
0B Взуття дитяче - БАРТЕКs - T-21461/0N3/18;1;518;;;;
0B Взуття дитяче - БАРТЕКs - T-21461/0N3/19;2;518;;;;
0B Взуття дитяче - БАРТЕКs - T-21461/40N/17;1;518;;Пінетки;"Пінетки
Для кого: хлопець
Сезон: весна-літо
Колір: бежевий
Матеріали:
верх: шкіра натуральна
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
підошва: текстиль, шкіра 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Пинетки
Для кого: парень
Сезон: весна-лето
Цвет: бежевый
материалы:
верх: кожа натуральная
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
подошва: текстиль, кожа
способ застежки: липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - T-21461/40N/18;2;518;;;;
0B Взуття дитяче - БАРТЕКs - T-21461/40N/19;2;518;;;;
0B Взуття дитяче - БАРТЕКs - T-21461/B87/17;1;518;;Пінетки;"Пінетки
Для кого: хлопець
Сезон: весна-літо
Колір: білий
Матеріали:
верх: шкіра натуральна
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
підошва: текстиль, шкіра 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Пинетки
Для кого: парень
Сезон: весна-лето
Цвет белый
материалы:
верх: кожа натуральная
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
подошва: текстиль, кожа
способ застежки: липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - T-21461/B87/18;2;518;;;;
0B Взуття дитяче - БАРТЕКs - T-21461/B87/19;1;518;;;;
0B Взуття дитяче - БАРТЕКs - T-21461/N3/17;1;518;;Пінетки;"Пінетки
Для кого: хлопець
Сезон: весна-літо
Колір: темно-синій
Матеріали:
верх: шкіра натуральна
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
підошва: текстиль, шкіра 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Пинетки
Для кого: парень
Сезон: весна-лето
Цвет: темно-синий
материалы:
верх: кожа натуральная
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
подошва: текстиль, кожа
способ застежки: липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов"
0B Взуття дитяче - БАРТЕКs - T-21461/N3/18;1;518;;;;
0B Взуття дитяче - БАРТЕКs - T-21461/N3/19;2;518;;;;
0B Взуття дитяче - БАРТЕКs - T-21463/0RI/19;1;1099;;Черевики;"Черевики
Для кого: хлопець
Сезон: весна-літо
Колір: темно-синій з білим та зеленим
Матеріали:
верх: шкіра натуральна, шкіра перфорована
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
підошва: термокаучук 
спосіб защіпки : шнурівка
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Ботинки
Для кого: парень
Сезон: весна-лето
Цвет: темно-синий с белым и зеленым
материалы:
верх: натуральная кожа, кожа перфорированная
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
подошва: термокаучук
способ застежки: шнуровка
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - T-21463/0RM/21;1;1099;;Черевики;"Черевики
Для кого: дівчинка
Сезон: весна-літо
Колір: рожевий
Матеріали:
верх: шкіра натуральна, шкіра перфорована
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
підошва: текстиль, шкіра 
спосіб защіпки : шнурівка
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Ботинки
Для кого: девушка
Сезон: весна-лето
Цвет: розовый
материалы:
верх: натуральная кожа, кожа перфорированная
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
подошва: текстиль, кожа
способ застежки: шнуровка
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - T-21463/0RM/22;2;1099;;;;
0B Взуття дитяче - БАРТЕКs - T-21463/0RM/23;1;1099;;;;
0B Взуття дитяче - БАРТЕКs - T-21463/B13/20;1;1099;;Черевики;"Черевики
Для кого: дівчинка
Сезон: весна-літо
Колір: червоний з білим
Матеріали:
верх: шкіра натуральна, шкіра перфорована
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
підошва: текстиль, шкіра 
спосіб защіпки : шнурівка
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Ботинки
Для кого: девушка
Сезон: весна-лето
Цвет: красный с белым
материалы:
верх: натуральная кожа, кожа перфорированная
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
подошва: текстиль, кожа
способ застежки: шнуровка
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - T-21463/B13/22;2;1099;;;;
0B Взуття дитяче - БАРТЕКs - T-21463/B13/23;1;1099;;;;
0B Взуття дитяче - БАРТЕКs - T-21464/0RJ/18;1;1099;;Черевики;"Черевики
Для кого: хлопчик
Сезон: весна-літо
Колір: коричневий з молочним 
Матеріали:
верх: шкіра натуральна 
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
підошва: термокаучук 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Ботинки
Для кого: мальчик
Сезон: весна-лето
Цвет: коричневый с молочным
материалы:
верх: кожа натуральная
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
подошва: термокаучук
способ застежки: липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - T-21464/0RJ/19;2;1099;;;;
0B Взуття дитяче - БАРТЕКs - T-21464/0RJ/20;2;1099;;;;
0B Взуття дитяче - БАРТЕКs - T-21466/0MY/19;1;1040;;Туфлі;"Туфлі
Для кого: хлопчик
Сезон: весна-літо
Колір: синій з білим 
Матеріали:
верх: шкіра натуральна,  
підкладка:  шкіра натуральна, шкіра перфорована
устілка: B-FRESH шкіра натуральна
підошва: термокаучук 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.
";"Туфли
Для кого: мальчик
Сезон: весна-лето
Цвет: синий с белым
материалы:
верх: натуральная кожа,
подкладка: кожа натуральная, кожа перфорированная
стелька: B-FRESH кожа натуральная
подошва: термокаучук
способ застежки : липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов.
"
0B Взуття дитяче - БАРТЕКs - T-21466/0MY/21;1;1040;;;;
0B Взуття дитяче - БАРТЕКs - T-21466/0MY/23;2;1040;;;;
0B Взуття дитяче - БАРТЕКs - T-21466/G48/19;1;1040;;Туфлі;"Туфлі
Для кого: хлопчик
Сезон: весна-літо
Колір: сірий з білим
Матеріали:
верх: шкіра натуральна,  
підкладка:  шкіра натуральна, шкіра перфорована
устілка: B-FRESH шкіра натуральна
підошва: термокаучук 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Туфли
Для кого: мальчик
Сезон: весна-лето
Цвет: серый с белым
материалы:
верх: натуральная кожа,
подкладка: кожа натуральная, кожа перфорированная
стелька: B-FRESH кожа натуральная
подошва: термокаучук
способ застежки: липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - T-21466/G48/20;1;1040;;;;
0B Взуття дитяче - БАРТЕКs - T-21466/G48/21;2;1040;;;;
0B Взуття дитяче - БАРТЕКs - T-21466/G48/22;1;1040;;;;
0B Взуття дитяче - БАРТЕКs - T-21466/G48/23;1;1040;;;;
0B Взуття дитяче - БАРТЕКs - T-26658/70/27;1;1415;;Босоніжки;"Босоніжки
Для кого: хлопчик
Сезон: літо
Колір: сірий
Матеріали:
верх: шкіра натуральна,нубук
підкладка:  шкіра натуральна
устілка: шкіра натуральна
підошва: термокаучук
спосіб защіпання : липучки
";"Босоножки
Для кого: мальчик
Сезон: лето
Цвет: серый
материалы:
верх: натуральная кожа, нубук
подкладка: кожа натуральная
стелька: кожа натуральная
подошва: термокаучук
способ застежки: липучки"
0B Взуття дитяче - БАРТЕКs - T-26658/70/28;1;1415;;;;
0B Взуття дитяче - БАРТЕКs - T-26658/70/31;1;1415;;;;
0B Взуття дитяче - БАРТЕКs - T-39008/498/33;2;1373;;Босоніжки;"Босоніжки
Для кого: хлопчик
Сезон: літо
Колір: синій з голубим
Матеріали:
верх: шкіра натуральна,нубук, текстиль
підкладка:  шкіра натуральна
устілка: шкіра натуральна
підошва: термокаучук
спосіб защіпання : липучки
";"Босоножки
Для кого: мальчик
Сезон: лето
Цвет: синий с голубым
материалы:
верх: натуральная кожа, нубук, текстиль
подкладка: кожа натуральная
стелька: кожа натуральная
подошва: термокаучук
способ застежки : липучки
"
0B Взуття дитяче - БАРТЕКs - T-39008/498/34;1;1373;;;;
0B Взуття дитяче - БАРТЕКs - T-39008/498/35;1;1373;;;;
0B Взуття дитяче - БАРТЕКs - T-39008/498/36;2;1373;;;;
0B Взуття дитяче - БАРТЕКs - T-96108/207/28;1;679;;Босоніжки;"Босоніжки
Для кого: хлопчик
Сезон: літо
Колір: темно-синій з оранжевим
Матеріали:
верх: текстиль, резина 
підкладка:  шкіра натуральна
устілка: шкіра натуральна
підошва: термокаучук
спосіб защіпання : липучки
";"Босоножки
Для кого: мальчик
Сезон: лето
Цвет: темно-синий с оранжевым
материалы:
верх: текстиль, резина
подкладка: кожа натуральная
стелька: кожа натуральная
подошва: термокаучук
способ застежки: липучки"
0B Взуття дитяче - БАРТЕКs - T-96108/207/30;1;679;;;;
0B Взуття дитяче - БАРТЕКs - W-21298/48C/21;1;1298;;Туфлі;"Туфлі
Для кого: хлопчик
Сезон: весна-літо
Колір: сірий з чорним 
Матеріали:
верх: нубук, шкіра натуральна гладка
підкладка:  шкіра натуральна, шкіра перфорована
устілка: B-FRESH шкіра натуральна
підошва: термокаучук 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Туфли
Для кого: мальчик
Сезон: весна-лето
Цвет: серый с черным
материалы:
верх: нубук, кожа натуральная гладкая
подкладка: кожа натуральная, кожа перфорированная
стелька: B-FRESH кожа натуральная
подошва: термокаучук
способ застежки: липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - W-21298/48C/22;1;1298;;;;
0B Взуття дитяче - БАРТЕКs - W-21298/48C/23;1;1298;;;;
0B Взуття дитяче - БАРТЕКs - W-21298/48C/25;2;1298;;;;
0B Взуття дитяче - БАРТЕКs - W-21298/48C/26;1;1298;;;;
0B Взуття дитяче - БАРТЕКs - W-21456/0P3/21;1;1298;;Туфлі;"Туфлі
Для кого: хлопчик
Сезон: весна-літо
Колір: бежевий з сірим 
Матеріали:
верх:  шкіра натуральна гладка
вставки :  шкіра натуральна, шкіра перфорована
устілка: B-FRESH шкіра натуральна
підошва: термокаучук 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Туфли
Для кого: мальчик
Сезон: весна-лето
Цвет: бежевый с серым
материалы:
верх: кожа натуральная гладкая
вставки: кожа натуральная, кожа перфорированная
стелька: B-FRESH кожа натуральная
подошва: термокаучук
способ застежки : липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - W-21456/0P3/23;2;1298;;;;
0B Взуття дитяче - БАРТЕКs - W-21456/0P3/24;2;1298;;;;
0B Взуття дитяче - БАРТЕКs - W-21456/0P3/25;1;1298;;;;
0B Взуття дитяче - БАРТЕКs - W-21456/0P3/26;1;1298;;;;
0B Взуття дитяче - БАРТЕКs - W-21456/0R2/23;1;1298;;Туфлі;"Туфлі
Для кого: хлопчик
Сезон: весна-літо
Колір: синій з сірим 
Матеріали:
верх:  шкіра натуральна гладка
вставки :  шкіра натуральна, шкіра перфорована
устілка: B-FRESH шкіра натуральна
підошва: термокаучук 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Туфли
Для кого: мальчик
Сезон: весна-лето
Цвет: синий с серым
материалы:
верх: кожа натуральная гладкая
вставки: кожа натуральная, кожа перфорированная
стелька: B-FRESH кожа натуральная
подошва: термокаучук
способ застежки: липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - W-25261/0PE/27;1;1625;;Спорт;"Спорт
Для кого: хлопчик
Сезон: весна-літо
Колір: сірий 
Матеріали:
верх:  шкіра натуральна, нубук
підкладка :  шкіра натуральна
устілка: Dry Go. шкіра натуральна
підошва: термокаучук 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина Dry Go діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Спорт
Для кого: мальчик
Сезон: весна-лето
Цвет: серый
материалы:
верх: натуральная кожа, нубук
подкладка: кожа натуральная
стелька: Dry Go. кожа натуральная
подошва: термокаучук
способ застежки: липучки
Дополнительная информация о материалах Новая пластина Dry Go действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - W-25261/0PE/28;1;1625;;;;
0B Взуття дитяче - БАРТЕКs - W-25261/0PE/29;1;1625;;;;
0B Взуття дитяче - БАРТЕКs - W-25261/0PE/30;1;1625;;;;
0B Взуття дитяче - БАРТЕКs - W-25261/0PE/31;1;1625;;;;
0B Взуття дитяче - БАРТЕКs - W-25261/0PE/32;1;1625;;;;
0B Взуття дитяче - БАРТЕКs - W-25373/0P4/27;1;1585;;Спорт;"Спорт
Для кого: хлопчик
Сезон: весна-літо
Колір: темно-синій
Матеріали:
верх:  шкіра натуральна, нубук
підкладка :  шкіра натуральна
устілка: Dry Go. шкіра натуральна
підошва: термокаучук 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина Dry Go діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Спорт
Для кого: мальчик
Сезон: весна-лето
Цвет: темно-синий
материалы:
верх: натуральная кожа, нубук
подкладка: кожа натуральная
стелька: Dry Go. кожа натуральная
подошва: термокаучук
способ застежки: липучки
Дополнительная информация о материалах Новая пластина Dry Go действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0B Взуття дитяче - БАРТЕКs - W-25373/0P4/28;1;1585;;;;
0B Взуття дитяче - БАРТЕКs - W-25373/0P4/29;1;1585;;;;
0B Взуття дитяче - БАРТЕКs - W-25373/0P4/30;1;1585;;;;
0B Взуття дитяче - БАРТЕКs - W-36007/304/26;1;1117;;Босоніжки;"Босоніжки
Для кого: хлопчик
Сезон: літо
Колір: бежевий
Матеріали:
верх:  шкіра  нубук
устілка:  шкіра натуральна
підошва: термокаучук 
спосіб защіпки : липучки";"Босоножки
Для кого: мальчик
Сезон: лето
Цвет: бежевый
материалы:
верх: кожа нубук
стелька: кожа натуральная
подошва: термокаучук
способ застєжки: липучки"
0B Взуття дитяче - БАРТЕКs - W-36007/304/27;1;1117;;;;
0B Взуття дитяче - БАРТЕКs - W-36007/304/28;1;1117;;;;
0B Взуття дитяче - БАРТЕКs - W-36007/304/29;1;1117;;;;
0B Взуття дитяче - БАРТЕКs - W-36007/304/30;2;1117;;;;
0B Взуття дитяче - БАРТЕКs - W-36007/304/31;2;1117;;;;
0B Взуття дитяче - БАРТЕКs - W-36007/304/32;2;1117;;;;
0G Взуття дитяче - БАРТЕКs - T-21372/0CF/17;1;518;;Пінетки;"Пінетки
Для кого: дівчинка
Сезон: весна-літо
Колір: білий
Матеріали:
верх: шкіра натуральна
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
підошва: текстиль, шкіра 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Пинетки
Для кого: девушка
Сезон: весна-лето
Цвет белый
материалы:
верх: кожа натуральная
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
подошва: текстиль, кожа
способ застежки: липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0G Взуття дитяче - БАРТЕКs - T-21372/0CF/18;1;518;;;;
0G Взуття дитяче - БАРТЕКs - T-21372/0CF/19;1;518;;;;
0G Взуття дитяче - БАРТЕКs - T-21372/0CF/20;2;518;;;;
0G Взуття дитяче - БАРТЕКs - T-21372/0CF/21;1;518;;;;
0G Взуття дитяче - БАРТЕКs - T-21372/0CS/17;1;518;;Пінетки;"Пінетки
Для кого: дівчинка
Сезон: весна-літо
Колір: рожевий
Матеріали:
верх: шкіра натуральна
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
підошва: текстиль, шкіра 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Пинетки
Для кого: девушка
Сезон: весна-лето
Цвет: розовый
материалы:
верх: кожа натуральная
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
подошва: текстиль, кожа
способ застежки: липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0G Взуття дитяче - БАРТЕКs - T-21372/0CS/19;1;518;;;;
0G Взуття дитяче - БАРТЕКs - T-21372/0CS/20;2;518;;;;
0G Взуття дитяче - БАРТЕКs - T-21372/0CS/21;1;518;;;;
0G Взуття дитяче - БАРТЕКs - T-21373/0CG/17;1;518;;Пінетки;"Пінетки
Для кого: дівчинка
Сезон: весна-літо
Колір: малиновий
Матеріали:
верх: шкіра натуральна
підкладка:  шкіра натуральна
устілка: B-FRESH шкіра натуральна
підошва: текстиль, шкіра 
спосіб защіпки : липучки
Додаткова інформація про матеріали: Нова пластина B-Fresh діє як вбудований дезодорант - ефективно запобігає неприємний запах поту і знижує ріст пилових кліщів, грибків, бактерій і алергенів.";"Пинетки
Для кого: девушка
Сезон: весна-лето
Цвет: малиновый
материалы:
верх: кожа натуральная
подкладка: кожа натуральная
стелька: B-FRESH кожа натуральная
подошва: текстиль, кожа
способ застежки: липучки
Дополнительная информация о материалах Новая пластина B-Fresh действует как встроенный дезодорант - эффективно предотвращает неприятный запах пота и снижает рост пылевых клещей, грибков, бактерий и аллергенов."
0G Взуття дитяче - БАРТЕКs - T-21373/0CG/18;2;518;;;;
0G Взуття дитяче - БАРТЕКs - T-21373/0CG/19;3;518;;;;
0G Взуття дитяче - БАРТЕКs - T-21373/0CG/20;2;518;;;;
